index,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,url
340,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,80,48,69,-8,6,28,230,37,8,56,https://api.vagalume.com.br/search.php?art=Wiz%20Khalifa&mus=See%20You%20Again%20%28feat.%20Charlie%20Puth%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
341,Heroes (we could be),Alesso,big room,2015,126,75,52,-4,24,35,210,4,6,56,https://api.vagalume.com.br/search.php?art=Alesso&mus=Heroes%20%28we%20could%20be%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
342,"Feel The Light - From The Home Soundtrack",Jennifer Lopez,dance pop,2015,156,60,47,-6,9,4,292,33,5,55,https://api.vagalume.com.br/search.php?art=Jennifer%20Lopez&mus=Feel%20The%20Light%20-%20From%20The%20%22Home%22%20Soundtrack&apikey=7789e585a72c1c95ab44a555ccc2b4e4
343,Perfect,One Direction,boy band,2015,100,82,65,-5,12,40,230,6,8,55,https://api.vagalume.com.br/search.php?art=One%20Direction&mus=Perfect&apikey=7789e585a72c1c95ab44a555ccc2b4e4
344,Ghosttown,Madonna,dance pop,2015,79,55,54,-7,12,9,250,4,4,54,https://api.vagalume.com.br/search.php?art=Madonna&mus=Ghosttown&apikey=7789e585a72c1c95ab44a555ccc2b4e4
345,Bang My Head (feat. Sia & Fetty Wap),David Guetta,dance pop,2015,108,87,60,-4,10,59,193,5,8,54,https://api.vagalume.com.br/search.php?art=David%20Guetta&mus=Bang%20My%20Head%20%28feat.%20Sia%20%26%20Fetty%20Wap%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
346,Bloodstream,Ed Sheeran,pop,2015,89,59,48,-6,6,27,309,20,5,52,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Bloodstream&apikey=7789e585a72c1c95ab44a555ccc2b4e4
347,Living For Love,Madonna,dance pop,2015,123,79,67,-5,25,39,219,4,9,52,https://api.vagalume.com.br/search.php?art=Madonna&mus=Living%20For%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
348,Baby Don't Lie,Gwen Stefani,dance pop,2015,100,55,69,-5,10,26,203,1,3,52,https://api.vagalume.com.br/search.php?art=Gwen%20Stefani&mus=Baby%20Don%27t%20Lie&apikey=7789e585a72c1c95ab44a555ccc2b4e4
349,Don't Be so Hard on Yourself,Jess Glynne,dance pop,2015,120,82,57,-3,16,66,211,6,3,52,https://api.vagalume.com.br/search.php?art=Jess%20Glynne&mus=Don%27t%20Be%20so%20Hard%20on%20Yourself&apikey=7789e585a72c1c95ab44a555ccc2b4e4
350,Steal My Girl,One Direction,boy band,2015,77,76,47,-6,14,52,227,0,4,51,https://api.vagalume.com.br/search.php?art=One%20Direction&mus=Steal%20My%20Girl&apikey=7789e585a72c1c95ab44a555ccc2b4e4
351,"Celebrate (From the Original Motion Picture Penguins of Madagascar)",Pitbull,dance pop,2015,127,85,68,-3,6,93,193,1,6,50,https://api.vagalume.com.br/search.php?art=Pitbull&mus=Celebrate%20%28From%20the%20Original%20Motion%20Picture%20%22Penguins%20of%20Madagascar%22%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
352,We Are Here,Alicia Keys,hip pop,2015,93,67,64,-6,8,8,285,43,4,49,https://api.vagalume.com.br/search.php?art=Alicia%20Keys&mus=We%20Are%20Here&apikey=7789e585a72c1c95ab44a555ccc2b4e4
353,St Jude,Florence + The Machine,art pop,2015,117,43,26,-11,11,9,225,75,3,47,https://api.vagalume.com.br/search.php?art=Florence%20%2B%20The%20Machine&mus=St%20Jude&apikey=7789e585a72c1c95ab44a555ccc2b4e4
354,Yesterday (feat. Bebe Rexha),David Guetta,dance pop,2015,128,78,57,-4,33,28,243,2,3,46,https://api.vagalume.com.br/search.php?art=David%20Guetta&mus=Yesterday%20%28feat.%20Bebe%20Rexha%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
355,Time of Our Lives,Pitbull,dance pop,2015,124,80,72,-6,69,72,229,9,6,45,https://api.vagalume.com.br/search.php?art=Pitbull&mus=Time%20of%20Our%20Lives&apikey=7789e585a72c1c95ab44a555ccc2b4e4
356,Sparks,Hilary Duff,dance pop,2015,122,88,85,-5,10,79,186,4,6,44,https://api.vagalume.com.br/search.php?art=Hilary%20Duff&mus=Sparks&apikey=7789e585a72c1c95ab44a555ccc2b4e4
357,Mr. Put It Down,Ricky Martin,dance pop,2015,128,78,80,-6,4,83,196,1,18,42,https://api.vagalume.com.br/search.php?art=Ricky%20Martin&mus=Mr.%20Put%20It%20Down&apikey=7789e585a72c1c95ab44a555ccc2b4e4
358,Legendary Lovers,Katy Perry,dance pop,2015,126,84,62,-5,8,39,224,2,8,41,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Legendary%20Lovers&apikey=7789e585a72c1c95ab44a555ccc2b4e4
359,Spark The Fire,Gwen Stefani,dance pop,2015,120,80,88,-4,20,54,202,8,6,39,https://api.vagalume.com.br/search.php?art=Gwen%20Stefani&mus=Spark%20The%20Fire&apikey=7789e585a72c1c95ab44a555ccc2b4e4
360,Run Run Run,Kelly Clarkson,dance pop,2015,112,37,28,-7,11,8,273,45,4,36,https://api.vagalume.com.br/search.php?art=Kelly%20Clarkson&mus=Run%20Run%20Run&apikey=7789e585a72c1c95ab44a555ccc2b4e4
361,Let Me Be Your Lover,Enrique Iglesias,dance pop,2015,112,90,72,-4,6,88,238,1,13,34,https://api.vagalume.com.br/search.php?art=Enrique%20Iglesias&mus=Let%20Me%20Be%20Your%20Lover&apikey=7789e585a72c1c95ab44a555ccc2b4e4
362,Dangerous,Jennifer Hudson,dance pop,2015,109,53,90,-5,8,65,255,0,5,18,https://api.vagalume.com.br/search.php?art=Jennifer%20Hudson&mus=Dangerous&apikey=7789e585a72c1c95ab44a555ccc2b4e4
363,L.A.LOVE (la la),Fergie,dance pop,2015,202,39,48,-8,26,27,193,2,9,0,https://api.vagalume.com.br/search.php?art=Fergie&mus=L.A.LOVE%20%28la%20la%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
364,The Hills,The Weeknd,canadian contemporary r&b,2016,113,56,58,-7,14,14,242,7,5,84,https://api.vagalume.com.br/search.php?art=The%20Weeknd&mus=The%20Hills&apikey=7789e585a72c1c95ab44a555ccc2b4e4
365,Love Yourself,Justin Bieber,canadian pop,2016,100,38,61,-10,28,52,234,84,44,83,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Love%20Yourself&apikey=7789e585a72c1c95ab44a555ccc2b4e4
366,Cake By The Ocean,DNCE,dance pop,2016,119,75,77,-5,4,90,219,15,5,81,https://api.vagalume.com.br/search.php?art=DNCE&mus=Cake%20By%20The%20Ocean&apikey=7789e585a72c1c95ab44a555ccc2b4e4
367,Don't Let Me Down,The Chainsmokers,electropop,2016,160,87,53,-5,14,42,208,16,17,81,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Don%27t%20Let%20Me%20Down&apikey=7789e585a72c1c95ab44a555ccc2b4e4
368,In the Name of Love,Martin Garrix,big room,2016,134,52,50,-6,45,17,196,11,4,81,https://api.vagalume.com.br/search.php?art=Martin%20Garrix&mus=In%20the%20Name%20of%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
369,Into You,Ariana Grande,dance pop,2016,108,73,62,-6,14,37,244,2,11,80,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Into%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
370,This Is What You Came For,Calvin Harris,dance pop,2016,124,93,63,-3,15,47,222,20,3,80,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=This%20Is%20What%20You%20Came%20For&apikey=7789e585a72c1c95ab44a555ccc2b4e4
371,Million Reasons,Lady Gaga,dance pop,2016,130,42,67,-8,11,15,205,49,4,80,https://api.vagalume.com.br/search.php?art=Lady%20Gaga&mus=Million%20Reasons&apikey=7789e585a72c1c95ab44a555ccc2b4e4
372,Needed Me,Rihanna,barbadian pop,2016,111,31,67,-8,8,30,192,11,24,80,https://api.vagalume.com.br/search.php?art=Rihanna&mus=Needed%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
373,7 Years,Lukas Graham,danish pop,2016,120,47,77,-6,39,34,237,29,5,80,https://api.vagalume.com.br/search.php?art=Lukas%20Graham&mus=7%20Years&apikey=7789e585a72c1c95ab44a555ccc2b4e4
374,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's TROLLS)",Justin Timberlake,dance pop,2016,113,83,67,-6,19,70,236,1,7,79,https://api.vagalume.com.br/search.php?art=Justin%20Timberlake&mus=CAN%27T%20STOP%20THE%20FEELING%21%20%28Original%20Song%20from%20DreamWorks%20Animation%27s%20%22TROLLS%22%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
375,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,2016,105,59,80,-6,6,59,214,10,4,79,https://api.vagalume.com.br/search.php?art=Fifth%20Harmony&mus=Work%20from%20Home%20%28feat.%20Ty%20Dolla%20%24ign%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
376,Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2016,97,74,57,-6,11,45,230,3,13,79,https://api.vagalume.com.br/search.php?art=Alessia%20Cara&mus=Scars%20To%20Your%20Beautiful&apikey=7789e585a72c1c95ab44a555ccc2b4e4
377,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,dance pop,2016,108,53,63,-7,18,42,225,40,4,79,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=Like%20I%27m%20Gonna%20Lose%20You%20%28feat.%20John%20Legend%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
378,Work,Rihanna,barbadian pop,2016,92,53,73,-6,9,56,219,8,9,78,https://api.vagalume.com.br/search.php?art=Rihanna&mus=Work&apikey=7789e585a72c1c95ab44a555ccc2b4e4
379,Stitches,Shawn Mendes,canadian pop,2016,150,75,75,-7,5,76,207,2,7,78,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Stitches&apikey=7789e585a72c1c95ab44a555ccc2b4e4
380,"Me, Myself & I",G-Eazy,hip hop,2016,112,67,76,-7,16,38,251,2,10,78,https://api.vagalume.com.br/search.php?art=G-Eazy&mus=Me%2C%20Myself%20%26%20I&apikey=7789e585a72c1c95ab44a555ccc2b4e4
381,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,102,71,66,-7,8,69,198,4,11,78,https://api.vagalume.com.br/search.php?art=Mike%20Posner&mus=I%20Took%20A%20Pill%20In%20Ibiza%20-%20Seeb%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
382,Dangerous Woman,Ariana Grande,dance pop,2016,134,60,66,-5,36,29,236,5,4,78,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Dangerous%20Woman&apikey=7789e585a72c1c95ab44a555ccc2b4e4
383,Starving,Hailee Steinfeld,dance pop,2016,100,62,73,-4,11,51,182,38,6,78,https://api.vagalume.com.br/search.php?art=Hailee%20Steinfeld&mus=Starving&apikey=7789e585a72c1c95ab44a555ccc2b4e4
384,Shout Out to My Ex,Little Mix,dance pop,2016,126,75,77,-4,11,80,246,2,9,77,https://api.vagalume.com.br/search.php?art=Little%20Mix&mus=Shout%20Out%20to%20My%20Ex&apikey=7789e585a72c1c95ab44a555ccc2b4e4
385,Electric Love,BØRNS,electropop,2016,120,80,61,-8,26,52,218,1,5,76,https://api.vagalume.com.br/search.php?art=B%C3%98RNS&mus=Electric%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
386,Confident,Demi Lovato,dance pop,2016,130,75,59,-6,9,34,206,0,7,75,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Confident&apikey=7789e585a72c1c95ab44a555ccc2b4e4
387,Too Good,Drake,canadian hip hop,2016,118,65,79,-8,10,39,263,5,10,74,https://api.vagalume.com.br/search.php?art=Drake&mus=Too%20Good&apikey=7789e585a72c1c95ab44a555ccc2b4e4
388,Roses,The Chainsmokers,electropop,2016,100,80,71,-7,31,34,227,4,6,74,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Roses&apikey=7789e585a72c1c95ab44a555ccc2b4e4
389,Cold Water (feat. Justin Bieber & MØ),Major Lazer,dance pop,2016,93,80,61,-5,16,50,185,7,4,73,https://api.vagalume.com.br/search.php?art=Major%20Lazer&mus=Cold%20Water%20%28feat.%20Justin%20Bieber%20%26%20M%C3%98%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
390,Me Too,Meghan Trainor,dance pop,2016,124,69,93,-6,48,84,181,10,10,73,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=Me%20Too&apikey=7789e585a72c1c95ab44a555ccc2b4e4
391,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,dance pop,2016,108,88,75,-4,23,75,166,4,7,73,https://api.vagalume.com.br/search.php?art=Major%20Lazer&mus=Light%20It%20Up%20%28feat.%20Nyla%20%26%20Fuse%20ODG%29%20%5BRemix%5D&apikey=7789e585a72c1c95ab44a555ccc2b4e4
392,Ain't Your Mama,Jennifer Lopez,dance pop,2016,120,68,76,-6,7,82,218,5,23,72,https://api.vagalume.com.br/search.php?art=Jennifer%20Lopez&mus=Ain%27t%20Your%20Mama&apikey=7789e585a72c1c95ab44a555ccc2b4e4
393,Close,Nick Jonas,dance pop,2016,124,62,65,-5,14,40,234,25,8,72,https://api.vagalume.com.br/search.php?art=Nick%20Jonas&mus=Close&apikey=7789e585a72c1c95ab44a555ccc2b4e4
394,Toothbrush,DNCE,dance pop,2016,105,79,55,-6,47,82,232,12,13,72,https://api.vagalume.com.br/search.php?art=DNCE&mus=Toothbrush&apikey=7789e585a72c1c95ab44a555ccc2b4e4
395,All We Know,The Chainsmokers,electropop,2016,90,59,66,-9,12,30,194,10,3,72,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=All%20We%20Know&apikey=7789e585a72c1c95ab44a555ccc2b4e4
396,Final Song,MØ,dance pop,2016,105,67,70,-6,8,25,236,1,3,72,https://api.vagalume.com.br/search.php?art=M%C3%98&mus=Final%20Song&apikey=7789e585a72c1c95ab44a555ccc2b4e4
397,Company,Justin Bieber,canadian pop,2016,95,80,59,-5,8,43,208,13,6,72,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Company&apikey=7789e585a72c1c95ab44a555ccc2b4e4
398,Hands To Myself,Selena Gomez,dance pop,2016,111,50,81,-7,34,47,201,1,12,71,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Hands%20To%20Myself&apikey=7789e585a72c1c95ab44a555ccc2b4e4
399,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,71,https://api.vagalume.com.br/search.php?art=Adele&mus=All%20I%20Ask&apikey=7789e585a72c1c95ab44a555ccc2b4e4
400,"Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass)",P!nk,dance pop,2016,163,70,63,-6,11,50,215,1,15,71,https://api.vagalume.com.br/search.php?art=P%21nk&mus=Just%20Like%20Fire%20%28From%20the%20Original%20Motion%20Picture%20%22Alice%20Through%20The%20Looking%20Glass%22%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
401,NO,Meghan Trainor,dance pop,2016,92,80,56,-4,74,65,214,1,22,70,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=NO&apikey=7789e585a72c1c95ab44a555ccc2b4e4
402,Kill Em With Kindness,Selena Gomez,dance pop,2016,120,88,76,-5,10,40,218,1,4,70,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Kill%20Em%20With%20Kindness&apikey=7789e585a72c1c95ab44a555ccc2b4e4
403,Cool Girl,Tove Lo,dance pop,2016,102,69,67,-7,8,20,199,31,11,69,https://api.vagalume.com.br/search.php?art=Tove%20Lo&mus=Cool%20Girl&apikey=7789e585a72c1c95ab44a555ccc2b4e4
404,Runnin' (Lose It All),Naughty Boy,tropical house,2016,139,85,32,-6,48,8,213,1,8,69,https://api.vagalume.com.br/search.php?art=Naughty%20Boy&mus=Runnin%27%20%28Lose%20It%20All%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
405,Here,Alessia Cara,canadian contemporary r&b,2016,120,82,38,-4,8,33,199,8,10,68,https://api.vagalume.com.br/search.php?art=Alessia%20Cara&mus=Here&apikey=7789e585a72c1c95ab44a555ccc2b4e4
406,Perfect Illusion,Lady Gaga,dance pop,2016,125,86,61,-5,36,66,182,0,4,67,https://api.vagalume.com.br/search.php?art=Lady%20Gaga&mus=Perfect%20Illusion&apikey=7789e585a72c1c95ab44a555ccc2b4e4
407,PILLOWTALK,ZAYN,dance pop,2016,125,70,59,-4,9,43,204,10,5,66,https://api.vagalume.com.br/search.php?art=ZAYN&mus=PILLOWTALK&apikey=7789e585a72c1c95ab44a555ccc2b4e4
408,Out Of The Woods,Taylor Swift,pop,2016,92,84,55,-7,34,34,236,0,4,66,https://api.vagalume.com.br/search.php?art=Taylor%20Swift&mus=Out%20Of%20The%20Woods&apikey=7789e585a72c1c95ab44a555ccc2b4e4
409,Rise,Katy Perry,dance pop,2016,101,64,55,-6,11,44,203,5,5,66,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Rise&apikey=7789e585a72c1c95ab44a555ccc2b4e4
410,Wherever I Go,OneRepublic,dance pop,2016,100,69,55,-6,27,35,170,9,4,66,https://api.vagalume.com.br/search.php?art=OneRepublic&mus=Wherever%20I%20Go&apikey=7789e585a72c1c95ab44a555ccc2b4e4
411,Body Say,Demi Lovato,dance pop,2016,87,74,63,-5,28,26,194,0,4,65,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Body%20Say&apikey=7789e585a72c1c95ab44a555ccc2b4e4
412,Don't Be A Fool,Shawn Mendes,canadian pop,2016,175,34,47,-6,10,27,216,60,4,65,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Don%27t%20Be%20A%20Fool&apikey=7789e585a72c1c95ab44a555ccc2b4e4
413,LIKE I WOULD,ZAYN,dance pop,2016,113,83,56,-6,26,23,192,2,11,65,https://api.vagalume.com.br/search.php?art=ZAYN&mus=LIKE%20I%20WOULD&apikey=7789e585a72c1c95ab44a555ccc2b4e4
414,Cheap Thrills,Sia,australian dance,2016,90,80,59,-5,8,73,225,6,22,64,https://api.vagalume.com.br/search.php?art=Sia&mus=Cheap%20Thrills&apikey=7789e585a72c1c95ab44a555ccc2b4e4
415,I Got You,Bebe Rexha,dance pop,2016,98,89,61,-5,9,32,192,5,5,64,https://api.vagalume.com.br/search.php?art=Bebe%20Rexha&mus=I%20Got%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
416,Run Away With Me,Carly Rae Jepsen,canadian pop,2016,119,72,56,-6,5,25,251,1,5,63,https://api.vagalume.com.br/search.php?art=Carly%20Rae%20Jepsen&mus=Run%20Away%20With%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
417,Cruel (feat. ZAYN),Snakehips,dance pop,2016,110,88,60,-4,16,32,228,2,12,63,https://api.vagalume.com.br/search.php?art=Snakehips&mus=Cruel%20%28feat.%20ZAYN%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
418,Send My Love (To Your New Lover),Adele,british soul,2016,164,52,69,-8,17,56,223,4,10,61,https://api.vagalume.com.br/search.php?art=Adele&mus=Send%20My%20Love%20%28To%20Your%20New%20Lover%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
419,WTF (Where They From),Missy Elliott,dance pop,2016,120,82,93,-3,6,56,193,2,20,58,https://api.vagalume.com.br/search.php?art=Missy%20Elliott&mus=WTF%20%28Where%20They%20From%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
420,Desire,Years & Years,dance pop,2016,126,78,71,-5,30,64,203,30,6,58,https://api.vagalume.com.br/search.php?art=Years%20%26%20Years&mus=Desire&apikey=7789e585a72c1c95ab44a555ccc2b4e4
421,When We Were Young,Adele,british soul,2016,144,59,38,-6,9,27,291,35,5,58,https://api.vagalume.com.br/search.php?art=Adele&mus=When%20We%20Were%20Young&apikey=7789e585a72c1c95ab44a555ccc2b4e4
422,I Know What You Did Last Summer,Shawn Mendes,canadian pop,2016,114,77,68,-5,16,72,224,11,10,57,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=I%20Know%20What%20You%20Did%20Last%20Summer&apikey=7789e585a72c1c95ab44a555ccc2b4e4
423,Wish That You Were Here,Florence + The Machine,art pop,2016,94,57,37,-6,13,12,403,72,3,57,https://api.vagalume.com.br/search.php?art=Florence%20%2B%20The%20Machine&mus=Wish%20That%20You%20Were%20Here&apikey=7789e585a72c1c95ab44a555ccc2b4e4
424,Hurts,Emeli Sandé,dance pop,2016,106,64,58,-8,15,18,238,2,3,57,https://api.vagalume.com.br/search.php?art=Emeli%20Sand%C3%A9&mus=Hurts&apikey=7789e585a72c1c95ab44a555ccc2b4e4
425,Change,Christina Aguilera,dance pop,2016,82,54,62,-6,13,20,187,68,8,54,https://api.vagalume.com.br/search.php?art=Christina%20Aguilera&mus=Change&apikey=7789e585a72c1c95ab44a555ccc2b4e4
426,Make Me... (feat. G-Eazy),Britney Spears,dance pop,2016,123,70,70,-7,22,58,231,16,10,53,https://api.vagalume.com.br/search.php?art=Britney%20Spears&mus=Make%20Me...%20%28feat.%20G-Eazy%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
427,Keeping Your Head Up,Birdy,neo mellow,2016,122,78,60,-5,19,53,208,16,5,52,https://api.vagalume.com.br/search.php?art=Birdy&mus=Keeping%20Your%20Head%20Up&apikey=7789e585a72c1c95ab44a555ccc2b4e4
428,True Colors,Zedd,complextro,2016,126,79,57,-3,10,49,225,40,4,51,https://api.vagalume.com.br/search.php?art=Zedd&mus=True%20Colors&apikey=7789e585a72c1c95ab44a555ccc2b4e4
429,Make Me Like You,Gwen Stefani,dance pop,2016,118,71,74,-5,13,80,217,4,5,50,https://api.vagalume.com.br/search.php?art=Gwen%20Stefani&mus=Make%20Me%20Like%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
430,Champagne Problems,Nick Jonas,dance pop,2016,108,78,73,-5,9,64,193,0,13,50,https://api.vagalume.com.br/search.php?art=Nick%20Jonas&mus=Champagne%20Problems&apikey=7789e585a72c1c95ab44a555ccc2b4e4
431,Blown,DNCE,dance pop,2016,130,95,63,-5,10,73,197,0,4,48,https://api.vagalume.com.br/search.php?art=DNCE&mus=Blown&apikey=7789e585a72c1c95ab44a555ccc2b4e4
432,Start,John Legend,neo mellow,2016,110,4,52,-15,9,26,310,99,4,47,https://api.vagalume.com.br/search.php?art=John%20Legend&mus=Start&apikey=7789e585a72c1c95ab44a555ccc2b4e4
433,Pep Rally,Missy Elliott,dance pop,2016,90,75,83,-4,20,32,263,22,12,47,https://api.vagalume.com.br/search.php?art=Missy%20Elliott&mus=Pep%20Rally&apikey=7789e585a72c1c95ab44a555ccc2b4e4
434,Higher,Carly Rae Jepsen,canadian pop,2016,114,87,65,-5,37,44,234,1,6,46,https://api.vagalume.com.br/search.php?art=Carly%20Rae%20Jepsen&mus=Higher&apikey=7789e585a72c1c95ab44a555ccc2b4e4
435,Invitation,Britney Spears,dance pop,2016,112,65,37,-7,9,16,200,3,11,44,https://api.vagalume.com.br/search.php?art=Britney%20Spears&mus=Invitation&apikey=7789e585a72c1c95ab44a555ccc2b4e4
436,One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,2016,91,69,75,-5,13,52,192,26,4,41,https://api.vagalume.com.br/search.php?art=Charlie%20Puth&mus=One%20Call%20Away%20%28feat.%20Tyga%29%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
437,Beautiful Birds (feat. Birdy),Passenger,folk-pop,2016,86,17,39,-13,11,14,214,91,3,36,https://api.vagalume.com.br/search.php?art=Passenger&mus=Beautiful%20Birds%20%28feat.%20Birdy%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
438,Little Lies,Hilary Duff,dance pop,2016,124,76,57,-6,4,40,204,0,6,36,https://api.vagalume.com.br/search.php?art=Hilary%20Duff&mus=Little%20Lies&apikey=7789e585a72c1c95ab44a555ccc2b4e4
439,Do You Wanna Come Over?,Britney Spears,dance pop,2016,121,70,75,-6,11,45,203,1,7,34,https://api.vagalume.com.br/search.php?art=Britney%20Spears&mus=Do%20You%20Wanna%20Come%20Over%3F&apikey=7789e585a72c1c95ab44a555ccc2b4e4
440,BURNITUP!,Janet Jackson,dance pop,2016,123,71,83,-7,31,83,250,5,18,31,https://api.vagalume.com.br/search.php?art=Janet%20Jackson&mus=BURNITUP%21&apikey=7789e585a72c1c95ab44a555ccc2b4e4
441,Picky - Remix,Joey Montana,latin,2016,186,81,70,-3,37,69,225,9,7,29,https://api.vagalume.com.br/search.php?art=Joey%20Montana&mus=Picky%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
442,Behind Your Back,Nelly Furtado,canadian latin,2016,98,47,80,-10,7,69,228,25,4,18,https://api.vagalume.com.br/search.php?art=Nelly%20Furtado&mus=Behind%20Your%20Back&apikey=7789e585a72c1c95ab44a555ccc2b4e4
443,Million Years Ago,Adele,british soul,2016,0,0,0,-60,0,0,227,0,0,0,https://api.vagalume.com.br/search.php?art=Adele&mus=Million%20Years%20Ago&apikey=7789e585a72c1c95ab44a555ccc2b4e4
444,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Shape%20of%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
445,Closer,The Chainsmokers,electropop,2017,95,52,75,-6,11,66,245,41,3,86,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Closer&apikey=7789e585a72c1c95ab44a555ccc2b4e4
446,Starboy,The Weeknd,canadian contemporary r&b,2017,186,59,68,-7,14,49,230,14,28,85,https://api.vagalume.com.br/search.php?art=The%20Weeknd&mus=Starboy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
447,Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,-4,11,75,188,11,34,84,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Treat%20You%20Better&apikey=7789e585a72c1c95ab44a555ccc2b4e4
448,That's What I Like,Bruno Mars,pop,2017,134,56,85,-5,9,86,207,1,4,83,https://api.vagalume.com.br/search.php?art=Bruno%20Mars&mus=That%27s%20What%20I%20Like&apikey=7789e585a72c1c95ab44a555ccc2b4e4
449,Let Me Love You,DJ Snake,electronic trap,2017,100,72,65,-5,14,16,206,9,3,82,https://api.vagalume.com.br/search.php?art=DJ%20Snake&mus=Let%20Me%20Love%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
450,I Feel It Coming,The Weeknd,canadian contemporary r&b,2017,93,82,77,-6,7,59,269,43,12,81,https://api.vagalume.com.br/search.php?art=The%20Weeknd&mus=I%20Feel%20It%20Coming&apikey=7789e585a72c1c95ab44a555ccc2b4e4
451,Mercy,Shawn Mendes,canadian pop,2017,148,66,56,-5,11,36,209,13,8,81,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Mercy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
452,Side To Side,Ariana Grande,dance pop,2017,159,74,65,-6,24,61,226,5,23,80,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Side%20To%20Side&apikey=7789e585a72c1c95ab44a555ccc2b4e4
453,Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,80,https://api.vagalume.com.br/search.php?art=Zedd&mus=Stay&apikey=7789e585a72c1c95ab44a555ccc2b4e4
